site_path_timestamp,floor,x,y
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000000009,0,89.77996635437012,105.10537338256836
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000009017,0,84.09657096862793,105.26053237915039
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000015326,0,85.98863792419434,107.87301445007324
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000018763,0,87.00726699829102,109.81542015075684
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000022328,0,89.68911743164062,110.68551254272461
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000029946,0,77.41709327697754,112.24555969238281
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000040283,0,88.31996536254883,106.80109786987305
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000051343,0,78.43969535827637,108.11855506896973
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000064014,0,86.41916465759277,100.46731376647949
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000000012,0,83.75495338439941,20.265265703201294
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000005748,0,89.27054977416992,22.028767824172974
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000014654,0,82.56279754638672,22.59471559524536
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000019316,0,80.2384033203125,17.617188215255737
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000027660,0,85.52239608764648,21.093632221221924
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000034445,0,89.55294609069824,23.686760902404785
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000045583,0,86.40556144714355,17.615142107009888
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000058977,0,84.91360473632812,21.51588273048401
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000000011,-1,157.1183853149414,139.69680404663086
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000011818,-1,159.49589729309082,148.9506664276123
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000019825,-1,156.51640510559082,153.8344955444336
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000027199,-1,159.08238220214844,159.0470848083496
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000033660,-1,158.5821361541748,167.4351348876953
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000043214,-1,165.54885864257812,167.46742630004883
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000053320,-1,160.71607971191406,161.88852500915527
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000059671,-1,161.70568466186523,157.48665046691895
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000064822,-1,162.45866584777832,151.39524459838867
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000072018,-1,161.62628173828125,144.6420440673828
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000084546,-1,159.73704719543457,149.85374069213867
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000094486,-1,157.94011688232422,153.54072380065918
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000103491,-1,157.98977661132812,157.08798217773438
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000112216,-1,161.04204940795898,166.76500701904297
5a0546857ecc773753327266_146035943a1482883ed98570_0000000000011,-1,111.15625953674316,142.13046836853027
5a0546857ecc773753327266_146035943a1482883ed98570_0000000004535,-1,110.51360321044922,144.39100456237793
5a0546857ecc773753327266_146035943a1482883ed98570_0000000011498,-1,111.48397827148438,141.71237182617188
5a0546857ecc773753327266_146035943a1482883ed98570_0000000019249,-1,116.72988700866699,130.99312019348145
5a0546857ecc773753327266_146035943a1482883ed98570_0000000026531,-1,117.24893188476562,127.0958194732666
5a0546857ecc773753327266_146035943a1482883ed98570_0000000035158,-1,113.92486572265625,131.82849884033203
5a0546857ecc773753327266_146035943a1482883ed98570_0000000040966,-1,114.98508071899414,135.17375373840332
5a0546857ecc773753327266_146035943a1482883ed98570_0000000049330,-1,113.42160987854004,137.32372856140137
5a0546857ecc773753327266_146035943a1482883ed98570_0000000055485,-1,114.01306343078613,136.3471736907959
5a0546857ecc773753327266_146035943a1482883ed98570_0000000063866,-1,111.42243194580078,143.36079216003418
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000000009,0,87.13678359985352,59.03127956390381
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000012833,0,85.67906761169434,55.52486801147461
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000021759,0,91.4270133972168,60.49080276489258
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000035154,0,84.18948173522949,51.604299545288086
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000043072,0,85.15925979614258,59.34485721588135
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000050947,0,87.86876487731934,66.10978507995605
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000064333,0,84.5601692199707,55.865750312805176
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000071770,0,86.92804718017578,56.82797718048096
5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000000010,0,51.546186447143555,114.89184761047363
5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000006961,0,57.04054546356201,113.8836898803711
5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000013051,0,61.84011936187744,113.04999732971191
5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000019370,0,54.466938972473145,113.4529914855957
5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000027427,0,53.13498783111572,116.00067138671875
5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000033372,0,52.88343334197998,118.08330345153809
5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000046249,0,45.77226448059082,115.57575798034668
5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000055236,0,52.53778266906738,109.76972579956055
5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000062606,0,60.42628002166748,110.3879508972168
5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000071831,0,53.50565052032471,111.05149269104004
5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000080815,0,53.75507831573486,107.93954277038574
5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000087232,0,48.55114936828613,109.21422004699707
5a0546857ecc773753327266_3e0aebb66ef39150bbc27c24_0000000000009,0,19.557801008224487,119.85582733154297
5a0546857ecc773753327266_3e0aebb66ef39150bbc27c24_0000000007022,0,24.21540403366089,123.39493560791016
5a0546857ecc773753327266_3e0aebb66ef39150bbc27c24_0000000012073,0,26.96562147140503,123.19841194152832
5a0546857ecc773753327266_3e0aebb66ef39150bbc27c24_0000000016344,0,29.988693237304688,122.2447509765625
5a0546857ecc773753327266_3e0aebb66ef39150bbc27c24_0000000021335,0,35.701903343200684,118.32679557800293
5a0546857ecc773753327266_3e0aebb66ef39150bbc27c24_0000000029226,0,29.05436372756958,122.14222526550293
5a0546857ecc773753327266_3e0aebb66ef39150bbc27c24_0000000035850,0,29.6714825630188,121.89093589782715
5a0546857ecc773753327266_3e0aebb66ef39150bbc27c24_0000000043355,0,25.363735675811768,125.5706958770752
5a0546857ecc773753327266_3e0aebb66ef39150bbc27c24_0000000049672,0,26.22537088394165,122.60307502746582
5a0546857ecc773753327266_3e0aebb66ef39150bbc27c24_0000000057036,0,20.703855991363525,123.47997093200684
5a0546857ecc773753327266_3e0aebb66ef39150bbc27c24_0000000061607,0,24.03498864173889,122.89191055297852
5a0546857ecc773753327266_3e1d46017fbfcc8136bd1e9b_0000000000010,0,88.3086166381836,107.85858726501465
5a0546857ecc773753327266_3e1d46017fbfcc8136bd1e9b_0000000006597,0,100.90969276428223,110.72146034240723
5a0546857ecc773753327266_3e1d46017fbfcc8136bd1e9b_0000000012043,0,108.80461311340332,116.55033493041992
5a0546857ecc773753327266_3e1d46017fbfcc8136bd1e9b_0000000016388,0,111.74723052978516,118.76678276062012
5a0546857ecc773753327266_3e1d46017fbfcc8136bd1e9b_0000000022345,0,114.63425254821777,118.80461120605469
5a0546857ecc773753327266_3e1d46017fbfcc8136bd1e9b_0000000029746,0,111.22591018676758,113.78179931640625
5a0546857ecc773753327266_3e1d46017fbfcc8136bd1e9b_0000000041215,0,108.44448852539062,114.85534477233887
5a0546857ecc773753327266_3e1d46017fbfcc8136bd1e9b_0000000057771,0,107.27170944213867,115.03810691833496
5a0546857ecc773753327266_3e1d46017fbfcc8136bd1e9b_0000000065216,0,109.16140937805176,115.81427955627441
5a0546857ecc773753327266_3e1d46017fbfcc8136bd1e9b_0000000074453,0,108.6744213104248,110.29858016967773
5a0546857ecc773753327266_3e1d46017fbfcc8136bd1e9b_0000000080138,0,111.53188705444336,117.93353652954102
5a0546857ecc773753327266_3e1d46017fbfcc8136bd1e9b_0000000088849,0,108.6878776550293,113.48333549499512
5a0546857ecc773753327266_412da1891c4780f6f0f7f4bc_0000000000012,0,96.90648651123047,84.35649490356445
5a0546857ecc773753327266_412da1891c4780f6f0f7f4bc_0000000010362,0,96.44950866699219,72.90763664245605
5a0546857ecc773753327266_412da1891c4780f6f0f7f4bc_0000000016791,0,89.95280265808105,66.85288429260254
5a0546857ecc773753327266_412da1891c4780f6f0f7f4bc_0000000021695,0,91.4582633972168,64.44058036804199
5a0546857ecc773753327266_412da1891c4780f6f0f7f4bc_0000000035250,0,90.70526885986328,71.76300525665283
5a0546857ecc773753327266_412da1891c4780f6f0f7f4bc_0000000042252,0,93.18929290771484,69.52264881134033
5a0546857ecc773753327266_412da1891c4780f6f0f7f4bc_0000000050072,0,92.44928169250488,71.94271183013916
5a0546857ecc773753327266_412da1891c4780f6f0f7f4bc_0000000057094,0,96.85042572021484,83.75308990478516
5a0546857ecc773753327266_412da1891c4780f6f0f7f4bc_0000000063488,0,96.14221000671387,83.61310386657715
5a0546857ecc773753327266_412da1891c4780f6f0f7f4bc_0000000072612,0,97.97514343261719,76.7739372253418
