site_path_timestamp,floor,x,y
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000000009,0,93.25409498678404,96.62852399119052
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000009017,0,83.21092846349653,99.96161554422186
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000015326,0,84.89413270082045,105.12903249470926
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000018763,0,86.04583028429167,109.14101926348403
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000022328,0,88.06434445451747,112.33533616914715
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000029946,0,82.16160816456481,112.82965409721602
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000040283,0,88.28563646162381,109.4513344978435
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000051343,0,80.81007096755702,106.67494444242627
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000064014,0,85.60940344734408,99.5949775955613
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000000012,0,84.22736110843708,12.822653774718255
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000005748,0,89.99119888039382,15.773401557266409
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000014654,0,83.72300970645787,13.448110093745466
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000019316,0,78.1078728423651,12.999363257812458
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000027660,0,83.05659253066936,17.99467573039466
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000034445,0,89.45369376713614,18.925144270554384
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000045583,0,90.39347606638529,15.885606050760728
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000058977,0,83.85150709715522,18.60650126674762
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000000011,-1,154.96706724623533,135.52877673901634
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000011818,-1,155.92239254107477,144.3743135710501
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000019825,-1,155.3743005255639,151.41807220342554
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000027199,-1,159.00798434926236,162.54806950123205
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000033660,-1,159.29351107788037,165.82479574240193
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000043214,-1,162.1132213812766,165.58802484481552
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000053320,-1,160.3587893149064,156.3236889939396
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000059671,-1,159.76870948652956,149.54166150308396
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000064822,-1,159.04921896906527,145.70767949632346
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000072018,-1,157.7645858421223,136.29771557737195
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000084546,-1,157.17184582778225,144.57335331874523
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000094486,-1,160.34767963288033,149.77788533137635
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000103491,-1,157.42547475139497,157.08919625991092
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000112216,-1,166.400128764025,164.74184699030667
5a0546857ecc773753327266_146035943a1482883ed98570_0000000000011,-1,109.20515945341452,141.9970551971999
5a0546857ecc773753327266_146035943a1482883ed98570_0000000004535,-1,111.08781363969638,140.19065681963033
5a0546857ecc773753327266_146035943a1482883ed98570_0000000011498,-1,111.99716452454842,133.79285115324237
5a0546857ecc773753327266_146035943a1482883ed98570_0000000019249,-1,115.92543686930966,125.50904837739338
5a0546857ecc773753327266_146035943a1482883ed98570_0000000026531,-1,119.24813933319275,127.0837872035367
5a0546857ecc773753327266_146035943a1482883ed98570_0000000035158,-1,113.11680339241533,131.8397456130919
5a0546857ecc773753327266_146035943a1482883ed98570_0000000040966,-1,116.49712767652497,133.58420068674963
5a0546857ecc773753327266_146035943a1482883ed98570_0000000049330,-1,113.54783201761778,139.84851240543318
5a0546857ecc773753327266_146035943a1482883ed98570_0000000055485,-1,115.57423917127423,141.25738033461298
5a0546857ecc773753327266_146035943a1482883ed98570_0000000063866,-1,112.19494500600544,147.7207210641091
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000000009,0,88.66327473170483,60.250393197768325
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000012833,0,92.00040842272522,49.598453733289695
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000021759,0,95.5044523836433,56.297815404622035
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000035154,0,88.12889207531929,50.523699181557774
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000043072,0,83.20597091159917,53.96397085431618
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000050947,0,84.43070665557639,60.902914269986844
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000064333,0,89.46211067758821,53.7335804649214
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000071770,0,95.05877625184347,52.79300926673769
5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000000010,0,46.42283390076569,115.84070028559668
5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000006961,0,53.741618000736224,113.45372888697386
5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000013051,0,61.25236279119185,114.37624778434389
5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000019370,0,61.05849619190119,111.18955979444203
5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000027427,0,53.71627868209335,112.84315250120446
5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000033372,0,46.3593828243663,115.91642370988136
