site_path_timestamp,floor,x,y
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000000009,0,93.21382052380804,96.47915333994712
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000009017,0,83.23930007199691,99.88380318375278
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000015326,0,84.94272196184039,105.07540787307492
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000018763,0,86.0810077127037,109.09386144531912
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000022328,0,87.94416962957109,112.36545189479747
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000029946,0,82.21758660516872,113.03773689752536
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000040283,0,88.2513642414434,109.50676134252755
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000051343,0,80.82382536227291,106.64587104882337
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000064014,0,85.63477577319473,99.65318237383228
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000000012,0,84.25465633972186,12.772454278638447
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000005748,0,89.96893329035007,15.754534078681251
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000014654,0,83.70640436907365,13.45638214221819
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000019316,0,78.0912159698801,13.015568426944409
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000027660,0,83.02776647503943,17.988093013684143
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000034445,0,89.43931715745435,18.91509420049279
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000045583,0,90.41073313789803,15.888941861787314
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000058977,0,89.178154,23.646757
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000000011,-1,154.6852220744314,135.44165856801453
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000011818,-1,155.74403019206648,144.37583416315562
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000019825,-1,155.34515636716796,151.5181011919338
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000027199,-1,158.8233477882332,162.37982662331737
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000033660,-1,159.14918694700478,165.93254393769058
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000043214,-1,162.23651047224584,165.67411583983605
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000053320,-1,160.39963082436125,156.3412080057241
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000059671,-1,159.8937706102485,149.47633496940796
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000064822,-1,159.1646401836136,145.52822170784307
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000072018,-1,157.8398855929976,136.27849274655284
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000084546,-1,157.20455812469532,144.6004902611069
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000094486,-1,160.53557651811587,149.75725926122342
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000103491,-1,157.56866519012888,157.1955427754764
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000112216,-1,166.37565383468888,164.839245824717
5a0546857ecc773753327266_146035943a1482883ed98570_0000000000011,-1,107.93877,148.18436
5a0546857ecc773753327266_146035943a1482883ed98570_0000000004535,-1,111.03762156861902,140.0249710063381
5a0546857ecc773753327266_146035943a1482883ed98570_0000000011498,-1,111.98481717737636,133.75342862510433
5a0546857ecc773753327266_146035943a1482883ed98570_0000000019249,-1,115.90823599494192,125.52667769101636
5a0546857ecc773753327266_146035943a1482883ed98570_0000000026531,-1,119.18516639617135,127.1126739698104
5a0546857ecc773753327266_146035943a1482883ed98570_0000000035158,-1,113.1256262043692,131.82014111163727
5a0546857ecc773753327266_146035943a1482883ed98570_0000000040966,-1,116.50483172357777,133.6305898771108
5a0546857ecc773753327266_146035943a1482883ed98570_0000000049330,-1,113.52491632677136,139.85748404927395
5a0546857ecc773753327266_146035943a1482883ed98570_0000000055485,-1,115.7259095966882,141.38063500854489
5a0546857ecc773753327266_146035943a1482883ed98570_0000000063866,-1,113.25124,142.41754
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000000009,0,90.57245,60.509937
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000012833,0,92.0754305113113,49.62591553181306
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000021759,0,95.56758324768292,56.3181353163307
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000035154,0,88.10411103250603,50.60337342916248
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000043072,0,83.08840501031038,53.909036328281054
